145.9573,0
142.2264,0.002500057
138.6485,0.005000114
135.2143,0.007499933
131.9151,0.00999999
128.7428,0.01250005
125.6902,0.0150001
122.7505,0.01749992
119.9174,0.01999998
117.1851,0.02250004
114.5483,0.0250001
112.0019,0.02749991
109.5413,0.02999997
107.1621,0.03250003
104.8603,0.03500009
102.6322,0.0374999
100.4742,0.03999996
98.38299,0.04250002
96.35551,0.04500008
94.38887,0.0474999
92.48032,0.04999995
90.62729,0.05250001
88.82739,0.05500007
87.07835,0.05749989
85.37801,0.05999994
83.72437,0.0625
82.11551,0.06500006
80.54964,0.06749988
79.02503,0.06999993
77.54009,0.07249999
76.09328,0.07500005
74.68314,0.0775001
73.30832,0.07999992
71.96748,0.08249998
53.76972,0.08500004
44.94661,0.0875001
34.62941,0.08999991
25.10028,0.09249997
16.58993,0.09500003
9.367064,0.09750009
3.740392,0.0999999
145.9573,0
142.2264,0.002499998
138.6485,0.004999995
135.2143,0.007499993
131.9151,0.00999999
128.7428,0.01250005
125.6902,0.01500005
122.7505,0.01750004
119.9174,0.02000004
117.1851,0.02249998
114.5483,0.02500004
112.0019,0.02749997
109.5413,0.03000003
107.1621,0.03249997
104.8603,0.03500003
102.6322,0.03749996
100.4742,0.04000002
98.38299,0.04249996
96.35551,0.04500002
94.38887,0.04750007
92.48032,0.05000001
90.62729,0.05250007
88.82739,0.05500001
87.07835,0.05750006
85.37801,0.06
83.72437,0.06250006
82.11551,0.065
80.54964,0.06750005
79.02503,0.06999999
77.54009,0.07250005
76.09328,0.07499999
74.68314,0.07750005
73.30832,0.07999998
71.96748,0.08250004
53.76972,0.08499998
44.94661,0.08750004
34.62941,0.08999997
25.10028,0.09250003
16.58993,0.09499997
9.367064,0.09750003
3.740392,0.09999996
145.9573,0
142.2264,0.002499819
138.6485,0.004999876
135.2143,0.007499933
131.9151,0.00999999
128.7428,0.01249981
125.6902,0.01499987
122.7505,0.01749992
119.9174,0.01999998
117.1851,0.02250004
114.5483,0.02499986
112.0019,0.02749991
109.5413,0.02999997
107.1621,0.03250003
104.8603,0.03499985
102.6322,0.0374999
100.4742,0.03999996
98.38299,0.04250002
96.35551,0.04499984
94.38887,0.0474999
92.48032,0.04999995
90.62729,0.05250001
88.82739,0.05499983
87.07835,0.05749989
85.37801,0.05999994
83.72437,0.0625
82.11551,0.06499982
80.54964,0.06749988
79.02503,0.06999993
77.54009,0.07249999
76.09328,0.07499981
74.68314,0.07749987
73.30832,0.07999992
71.96748,0.08249998
53.76972,0.08500004
44.94661,0.08749986
34.62941,0.08999991
25.10028,0.09249997
16.58993,0.09500003
9.367064,0.09749985
3.740392,0.0999999
145.9573,0
120.842,0.002500534
101.914,0.005000114
87.09367,0.007500648
75.15524,0.01000023
65.32514,0.01250076
57.08914,0.01500034
50.09111,0.01749992
44.076,0.02000046
38.85606,0.02250004
34.28988,0.02500057
30.26875,0.02750015
26.70773,0.03000069
23.53944,0.03250027
20.70975,0.0350008
18.17469,0.03750038
15.89816,0.03999996
13.8503,0.0425005
12.0062,0.04500008
10.34498,0.04750061
8.849006,0.05000019
7.503357,0.05250072
6.295351,0.05500031
5.214206,0.05750084
4.250753,0.06000042
3.397213,0.0625
2.647038,0.06500053
1.994781,0.06750011
1.436014,0.07000065
0.9673226,0.07250023
0.5863486,0.07500076
3280.24,0
1766.592,0.002498627
1076.007,0.004999161
1037.253,0.007499695
233.1018,0
223.5983,0.002498627
214.7089,0.005001068
206.3748,0.007499695
198.5444,0.01000214
191.1724,0.01250076
184.2191,0.01499939
177.649,0.01750183
171.4309,0.02000046
165.5367,0.02249908
159.9414,0.02500153
154.6225,0.02750015
149.5598,0.02999878
144.735,0.03250122
140.1315,0.03499985
135.7344,0.03750229
131.53,0.04000092
